span_anchor_teitok_id,span_anchor_chapter,span_offset,beck_dmm_id,beck_greek_lemma,beck_latin_lemma,beck_degree,cardinality,berendes_teitok_id,berendes_teitok_candidates,berendes_degree,berendes_book_num,berendes_chapter_raw,berendes_chapter_keys,berendes_term,desmoulins_page,desmoulins_chapter,desmoulins_term,laguna_book,laguna_page,laguna_chapter,laguna_title,laguna_scan_id,wechel_book,wechel_page,wechel_chapter,wechel_title,wechel_scan_id,mattioli_book,mattioli_chapter_decimal,mattioli_chapter_roman,mattioli_greek,mattioli_latin,ruel_book,ruel_page_scan,ruel_folio,ruel_chapter,ruel_title_latin,ruel_title_vernacular,lusitanus_page,lusitanus_chapter,lusitanus_title,barbaro_book,barbaro_page,barbaro_chapter,barbaro_term,gunther_chapter,gunther_division,gunther_term,wellmann_id,wellmann_book,wellmann_chapter,wellmann_greek_lemma,wellmann_greek_text
e-342,2.147,0,DMM2121,κράμβη ἀγρία,~ B. cretica. Wild cabbage,,,e-342,,,2,2.147,2.147,Wilder Kohl,296,Chap. CXIIII,Du chou sauvage.,,,,,,Liber secundus,138,Cap. CXLVII,De brassica sylvestri,172,,2.114,CXIV,Κράμβη ἀγρία,BRASSICA SYLVESTRIS,Liber secundus,115,47r,Cap CXXXV,Ea brassica marina,Ea brassica marina,240,Enarratio 114,"De brassica (crambe, brassica, caulis / des chauls). Altera species (lacuturris, caputium)",CCCL,78,0,Brassica sylvestris,2.147,div-305,KRAMBE AGRIA,w-251,2,121,κράμβη ἀγρία,κράμβη ἀγρία
e-343,2.148,0,DMM2122,κράμβη ἡ θαλασσία,Sea cole,,,e-343,,,2,2.148,2.148,Meerkohl,296,Chap. CXV,Du chou marin.,,,,,,Liber secundus,138,Cap. CXLVIII,De brassica marina,172,,2.115,CXV,Κράμβη θαλασσία,BRASSICA MARINA,Liber secundus,115,47r,Cap CXXXVI,De beta,De beta,242,Enarratio 115,"De brassica marina (brassica marina, soldanella)",CCCLI,78,0,Brassica marina,2.148,div-306,KRAMBE THALASSIA,w-252,2,122,κράμβη ἡ θαλασσία,κράμβη ἡ θαλασσία
e-344,2.149,0,DMM2123,σεῦτλον,Beet,,,e-344,,,2,2.149,2.149,Bete,297,Chap. CXVI,De la poree.,Libro secundo,205,Cap CXII,De las Acelgas,217,Liber secundus,138,Cap. CXLIX,De beta,172,,2.116,CXVI,Τεῦτλον,BETA,Liber secundus,116,0v,Cap CXXXVII,De portulaca sylvestri,De portulaca sylvestri,242,Enarratio 116,"De beta (beta, sicla, olus siculum / de la porree, ou de la iotte)",CCCLII,78,0,Beta,2.149,div-307,TEUTLON MELAN AGRION,w-253,2,123,σεῦτλον,σεῦτλον
e-345,2.150,0,DMM2124,ἀνδράχνη,Purslane,,,e-345,,,2,2.150,2.150,Portulak,299,Chap. CXVII,Du pourpier.,Libro secundo,206,Cap CXIII,De las Verdolagas,218,Liber secundus,138,Cap. CL,De Portulaca,172,,2.117,CXVII,Ἀνδράχνη,PORTULACA,Liber secundus,116,0v,Cap CXXXVIII,De portulaca,De portulaca,243,Enarratio 117,De portulaca (portulaca / de la purceline),CCCLIIII,79,38,Portulaca,2.151,div-308,ANDRACHNE AGRIA,w-254,2,124,ἀνδράχνη,ἀνδράχνη
e-346,2.151,0,DMM2125,ἀσπάραγος πετραῖος ἢ μυάκανθος,Asparagus,,,e-346,,,2,2.151,2.151,Spargel,299,Chap. CXVIII,Des asparges.,Libro secundo,207,Cap CXIIII,De los Esparragos,219,Liber secundus,139,Cap. CLII,De Asparago,173,,2.118,CXVIII,Ἀσπάραγος,ASPARAGUS,Liber secundus,116,0v,Cap CXXXIX,De Asparagis,De asparagis,243,Enarratio 118,De asparagis (asparagus / des asperges),CCCLV,79,38,Asparagus,2.152,div-309,ASPHARAGOS,w-255,2,125,ἀσπάραγος πετραῖος ἢ μυάκανθος,ἀσπάραγος πετραῖος ἢ μυάκανθος
e-347,2.152,0,DMM2126,ἀρνόγλωσσον,Plantain,,,e-347,,,2,2.152,2.152,Wegerich,300,Chap. CXIX,Du plantain.,Libro secundo,208,Cap CXV,Del Llanten,220,Liber secundus,140,Cap. CLIII,De Plantagine,174,,2.119,CXIX,Ἀρνόγλωσσον,PLANTAGO,Liber secundus,117,48r,Cap CXL,De plantagine,De plantagine,244,Enarratio 119,"De plantagine (arnoglossa, plantago, lingua agni, septinervia, stelaphuros / du plantain). Minoris plantaginis latina nomina (lanciolata, plantago minor, lingua arietis, lingua agni / lengue de moton)",CCCLVI,79,38,Plantago,2.153,div-310,ARNOGLOSSON,w-256,2,126,ἀρνόγλωσσον,ἀρνόγλωσσον
e-348,2.153,0,DMM2127,σίον,Water parsnip,,,e-348,,,2,2.153,2.153,Merk,302,Chap. CXX,De la berle.,Libro secundo,210,Cap CXVI,Del sio,222,Liber secundus,141,Cap. CLIIII,De Sio,175,,2.120,CXX,Σίον,SIUM SEU LAVER,Liber secundus,117,48r,Cap CXLI,De lavere seu sio,De lavere seu sio,245,Enarratio 120,"De sio (sium, lauer, anagallis aquatica / la berle)",CCCLVII,79,38,Sium,2.154,div-311,SION TO EN ODASIN,w-257,2,127,σίον,σίον
e-349,2.154,0,DMM2128,σισύμβριον,Watercress,,,e-349,,,2,2.154,2.154,Sisymbrion,303,Chap. CXXI,De la menthe aquatique.,Libro secundo,210,Cap CXVII,Del sysimbrio,222,Liber secundus,141,Cap. CLV,De Sisymbrio,175,,2.121,CXXI,Σισύμβριον,SISYMBRIUM,Liber secundus,118,0v,Cap CXLII,De sisymbrio,De sisymbrio,245,Enarratio 121,"De sisymbrio (sisymbrium, corona veneris, balsamita, menta aquatica / balsamita)",CCCLVIII,80,0,Sisymbrium,2.155,div-312,SISUMBRION,w-258,2,128,σισύμβριον,σισύμβριον
e-349,2.154,1,DMM2128,σισύμβριον,Watercress,,,e-350,,,2,2.155,2.155,Das andere Sisymbrion,303,Chap. CXXI,De la menthe aquatique.,,,,,,Liber secundus,142,Cap. CLVI,De Sisymbrio altero,176,,,,,,Liber secundus,118,0v,Cap CXLIII,De altero sisymbrio,De altero sisymbrio,246,Enarratio 122,"De altero sisymbrio (sisymbrium alterum, aquaticum nasturtium, aquaticum sisymbrium, crissones / du cresson)",CCCLIX,80,0,Sisymbrium aquaticum aut sylvestre,2.155,div-312,SISUMBRION,w-258,2,128,σισύμβριον,σισύμβριον
e-351,2.156,0,DMM2129,κρῆθμον,Samphire,,,e-351,,,2,2.156,2.156,Meerfenchel,305,Chap. CXXII,"Du fenouil marin, ou bacille.",Libro secundo,212,Cap CXVIII,Del Crithmo,224,Liber secundus,142,Cap. CLVII,De Crithmo,176,,2.122,CXXII,Κρίθμον,CRITHMUM,Liber secundus,118,0v,Cap CXLIIII,De crithmo,De crithmo,247,Enarratio 123,"De crethmo (crethmon, batis, baticula, crethamus, petroselinum marinum, foeniculum marinum, unguis aquilae / de la creste marine, de la bacille)",CCCLX,80,0,Crethmon,2.157,div-314,KRITHMON,w-259,2,129,κρῆθμον,κρῆθμον
e-352,2.157,0,DMM2130,κορωνόπους,Hartshorn,,,e-352,,,2,2.157,2.157,Niedriger Schotenklee,306,Chap. CXXIII,De la corne de cerf.,Libro secundo,212,Cap CXIX,Del Coronopode,224,Liber secundus,142,Cap. CLVIII,De Coronopode,176,,2.123,CXXIII,Κορωνόπους,CORONOPUS,Liber secundus,118,0v,Cap CXLV,De coronopo,De coronopo,247,Enarratio 124,"De coronopo (coronopus, cornu cervi herba, stella maris / capriole)",CCCLXI,80,0,Coronopus,2.158,div-315,KORONOPOUS,w-260,2,130,κορωνόπους,κορωνόπους
e-353,2.158,0,DMM2131,σόγχος,Sow thistle,,,e-353,,,2,2.158,2.158,G?nsedistel,307,Chap. CXXIIII,Du laicteron.,Libro secundo,213,Cap CXX,Del sonco,225,Liber secundus,143,Cap. CLIX,De Soncho,177,,2.124,CXXIV,Σόγχος,SONCHUS,Liber secundus,118,0v,Cap CXLVI,De cicerbita seu soncho,De cicerbita seu soncho,247,Enarratio 125,"De soncho (sonchus, lactucella, cicerbita, palatium leporis / du latteron, ou palais au lievre)",CCCLXII,80,0,Sonchos,,,,w-261,2,131,σόγχος,σόγχος
e-354,2.159,0,DMM2132,σέρις,Chicory or Endive,,,e-354,,,2,2.159,2.159,Seris,309,Chap. CXXV,De l'endive.,Libro secundo,214,Cap CXXI,De la endivia,226,Liber secundus,143,Cap. CLX,De Seride,177,,2.125,CXXV,Σέρις,SERIS SIVE INTYBUS,Liber secundus,119,49r,Cap CXLVII,De Intubo et feri,De intubo et feri,248,Enarratio 126,"De endivia (cichorium, cichorea, intubus agrestis, intubum agreste, ambubeia, picris / cichoree). Secunda species cichorii agestis (dens leonis, rostrum porcinum, tarraxacon / tarraxaconp). Endivia domestica (intubus, intubum sativum, endivia domestica, latifolia / delendivie). Alia domestica strictioribus folijs (seriola, scariola / scariola)",CCCLXIII,80,0,Seris,2.160,div-316,SERIS,w-262,2,132,σέρις,σέρις
e-355,2.160,0,DMM2133,χονδρίλη,Gum,,,e-355,,,2,2.160,2.160,Knorpelsalat,312,Chap. CXXVI,De la condrille.,Libro secundo,216,Cap CXXII,De la Condrila,228,Liber secundus,143,Cap. CLXI,De Condrilla,177,,2.126,CXXVI,Χονδρίλλη,CHONDRILLA,Liber secundus,119,49r,Cap CXLVIII,De condrilla,De condrilla,249,Enarratio 127,De condrilla (condrilla / du lettron),CCCLXIIII,80,0,Condrilla,2.161,div-317,KONDRILLE,w-263,2,133,χονδρίλη,χονδρίλη
e-356,2.161,0,DMM2134,κολοκύνθα,Edible bottle gourd,,,e-356,,,2,2.161,2.161,K?rbis,313,Chap. CXXVII,De la courge.,Libro secundo,217,Cap CXXIII,De la Calabaça,229,Liber secundus,144,Cap. CLXII,De Cucurbita,178,,2.127,CXXVII,Κολόκυνθα,CUCURBITA,Liber secundus,120,0v,Cap CXLIX,De cucurbita,De cucurbita,250,Enarratio 128,De cucurbita (cucurbita / une courge),CCCLXV,81,37,Cucurbita,2.162,div-318,KOLOKUNTHA,w-264,2,134,κολοκύνθα,κολοκύνθα
e-357,2.162,0,DMM2135,σίκυς ἥμερος,Cucumber,,,e-357,,,2,2.162,2.162,Gebaute Gurke,314,Chap. CXXVIII,Du concombre.,Libro secundo,217,Cap CXXIIII,Del pepino domestico y de las Badeas,229,Liber secundus,144,Cap. CLXIII,De Cucumere sativo,178,,2.128,CXXVIII,Σίκυς ἥμερος,CUCUMER SATIVUS,Liber secundus,120,0v,Cap CL,De cucumere sativo,De cucumere sativo,251,Enarratio 129,"De sativo cucumere (cucumer sativus, cucums / cocombre). Pepo (citrullus, pepo / citrullo)",CCCLXVI,81,37,Cucumis,2.163,div-319,SIKUOS EMEROS,w-265,2,135,σίκυς ἥμερος,σίκυς ἥμερος
e-357,2.162,1,DMM2135,σίκυς ἥμερος,Cucumber,,,e-358,,,2,2.163,2.163,Melone,314,Chap. CXXVIII,Du concombre.,,,,,,Liber secundus,145,Cap. CLXIIII,De Pepone,179,,,,,,Liber secundus,120,0v,Cap CLI,De pepone,De pepone,251,Enarratio 129,"De sativo cucumere (cucumer sativus, cucums / cocombre). Pepo (citrullus, pepo / citrullo)",CCCLXVII,81,37,Pepo,2.163,div-319,SIKUOS EMEROS,w-265,2,135,σίκυς ἥμερος,σίκυς ἥμερος
e-359,2.164,0,DMM2136,θρίδαξ ἥμερος,Cultivated lettuce,,,e-359,,,2,2.164,2.164,Gartenlattich,318,Chap. CXXIX,De la laitue.,Libro secundo,220,Cap CXXV,De la Lechuga,232,Liber secundus,145,Cap. CLXV,De Lactuca sativa,179,,2.129,CXXIX,Θρίδαξ,LACTUCA,Liber secundus,120,0v,Cap CLII,De lactucis,De lactucis,253,Enarratio 130,De lactuca (lactuca / une lactue),CCCLXVIII,82,0,Lactuca,2.165,div-321,THRIDAX EMEROS,w-266,2,136,θρίδαξ ἥμερος,θρίδαξ ἥμερος
e-359,2.164,1,DMM2136,θρίδαξ ἥμερος,Cultivated lettuce,,,e-360,,,2,2.165,2.165,Wilder Lattich,318,Chap. CXXX,De la laitue sauvage.,,,,,,Liber secundus,145,Cap. CLXVI,De Sylvestri lactuca,179,,2.130,CXXX,Θρίδαξ ἀγρία,LACTUCA SYLVESTRIS,Liber secundus,120,0v,Cap CLIII,De lactuca sylvestri,De lactuca sylvestri,253,Enarratio 130,De lactuca (lactuca / une lactue),CCCLXIX,82,0,Lactuca sylvestris,2.165,div-321,THRIDAX EMEROS,w-266,2,136,θρίδαξ ἥμερος,θρίδαξ ἥμερος
e-361,2.166,0,DMM2137,γιγγίδιον,Gingidium,,,e-361,,,2,2.166,2.166,Gingidion,319,Chap. CXXXI,Du gingidium.,Libro secundo,222,Cap CXXVI,Del Gingidio,234,Liber secundus,146,Cap. CLXVII,De Gingidio,180,,2.131,CXXXI,Γιγγίδιον,GINGIDIUM,Liber secundus,121,50r,Cap CLIIII,De Gingidio,De gingidio,253,Enarratio 131,"De gingidio (gingidium, chaerefolium / du cerfueil)",CCCLXX,82,0,Gingidium,,,,w-267,2,137,γιγγίδιον,γιγγίδιον
e-362,2.167,0,DMM2138,σκάνδιξ,Wild chervil,,,e-362,,,2,2.167,2.167,Venuskamm,321,Chap. CXXXII,De scandix.,Libro secundo,222,Cap CXXVII,De la Scandice,234,Liber secundus,146,Cap. CLXVIII,De Scandice,180,,2.132,CXXXII,Σκάνδιξ,SCANDIX,Liber secundus,121,50r,Cap CLV,De scandice,De scandice,254,Enarratio 132,De scandice (scandix),CCCLXXI,82,0,Scandix,2.168,div-323,SKANDUX,w-268,2,138,σκάνδιξ,σκάνδιξ
e-363,2.168,0,DMM2139,καυκαλίς,Caucalis,,,e-363,,,2,2.168,2.168,Steinbrech,322,Chap. CXXXIII,De caucalis.,Libro secundo,223,Cap CXXVIII,De la Caucalide,235,Liber secundus,146,Cap. CLXIX,De Caucalide,180,,2.133,CXXXIII,Καυκαλίς,CAUCALIS,Liber secundus,121,50r,Cap CLVI,De gallinaceo pede ceu caucalide,De gallinaceo pede ceu caucalide,254,Enarratio 133,"De caucalide (caucalis herba, daucus agrestis)",CCCLXXII,82,0,Caucalis,2.169,div-324,KAUKALIS,w-269,2,139,καυκαλίς,καυκαλίς
e-364,2.169,0,DMM2140,εὔζωμον,Rocket,,,e-364,,,2,2.169,2.169,Rauke,322,Chap. CXXXIIII,De la roquette.,Libro secundo,223,Cap CXXIX,De la Oruga,235,Liber secundus,146,Cap. CLXX,De Eruca,180,,2.134,CXXXIV,Εὔζωμον,ERUCA,Liber secundus,121,50r,Cap CLVII,De eruca,De eruca,255,Enarratio 134,"De eruca (eruca, salax eruca / de la roquette)",CCCLXXIII,82,0,Eruca,2.170,div-325,EUZOMON,w-270,2,140,εὔζωμον,εὔζωμον
e-365,2.170,0,DMM2141,ὤκιμον,Basil,,,e-365,,,2,2.170,2.170,Basilicum,323,Chap. CXXXV,Du basilic.,Libro secundo,224,Cap CXXX,Del Ocimo,236,Liber secundus,146,Cap. CLXXI,De Ocimo,180,,2.135,CXXXV,Ὤκιμον,OCIMUM,Liber secundus,121,50r,Cap CLVIII,De ocimo,De ocimo,255,Enarratio 135,"De ocimo (ocimum, basilicon regium, ocimum gariophyllatum / du basilic)",CCCLXXIIII,82,0,Ocimum,2.171,div-326,OKIMON,w-271,2,141,ὤκιμον,ὤκιμον
e-366,2.171,0,DMM2142,ὀροβάγχη,Chokefitch,,,e-366,,,2,2.171,2.171,Orobanche,325,Chap. CXXXVI,De orobanche.,Libro secundo,225,Cap CXXXI,De la Orobanca,237,Liber secundus,147,Cap. CLXXII,De Orobanche,181,,2.136,CXXXVI,Ὀροβάκχη,OROBANCHE,Liber secundus,122,0v,Cap CLIX,De orobanche,De orobanche,256,Enarratio 136,"De orobanche (orobanche, ervi angina / teniam)",CCCLXXV,83,38,Orobanche,2.172,div-327,OROBANKE,w-272,2,142,ὀροβάγχη,ὀροβάγχη
e-367,2.172,0,DMM2143,τραγοπώγων,Salsify,,,e-367,,,2,2.172,2.172,Bocksbart,325,Chap. CXXXVII,De la barbe de bouc.,Libro secundo,226,Cap CXXXII,De la Barba Cabruna,238,Liber secundus,147,Cap. CLXXIII,De Barbula hirci,181,,2.137,CXXXVII,Τραγοπώγων,BARBULA HIRCI,Liber secundus,122,0v,Cap CLX,De barbula hirci,De barbula hirci,256,Enarratio 137,"Det tragopogone (tragopogon, barbula hirci)",CCCLXXVI,83,38,Tragopogon,2.173,div-328,TRAGOPOGON,w-273,2,143,τραγοπώγων,τραγοπώγων
e-368,2.173,0,DMM2144,ὄρνιθος γάλα,Starflower,,,e-368,,,2,2.173,2.173,Vogelmilch,327,Chap. CXXXVIII,De ornithogalum.,Libro secundo,226,Cap CXXXIII,Del Ornithogalo,238,Liber secundus,147,Cap. CLXXIIII,De Ornithogalo,181,,2.138,CXXXVIII,Ὀρνιθόγαλον,ORNITHOGALUM,Liber secundus,122,0v,Cap CLXI,De ornithogalo,De ornithogalo,256,Enarratio 138,"De ornithogalo (ornithogalum, lac gallinaceum / churlos)",CCCLXXVII,83,38,Ornithogale,2.174,div-329,ORNITHOGALON,w-274,2,144,ὄρνιθος γάλα,ὄρνιθος
e-369,2.174,0,DMM2145,ὕδνον,Truffle,,,e-369,,,2,2.174,2.174,Tr?ffel,328,Chap. CXXXIX,Des truffles.,Libro secundo,227,Cap CXXXIIII,De las Turmas de tierra,239,Liber secundus,148,Cap. CLXXV,De Tubere,182,,2.139,CXXXIX,Ὕδνα,TUBERA,Liber secundus,122,0v,Cap CLXII,De tuberibus,De tuberibus,257,Enarratio 139,De tuberibus terrae (tuber terrae / trufla),CCCLXXVIII,83,38,Tubera terrae,2.175,div-330,HUDNON,w-275,2,145,ὕδνον,ὕδνον
e-370,2.175,0,DMM2146,σμῖλαξ κηπαία,Cowpea,,,e-370,,,2,2.175,2.175,Vietsbohne,328,Chap. CXL,Du phasiol peint.,Libro secundo,227,Cap CXXXV,De la Smilace hortense,239,Liber secundus,148,Cap. CLXXVI,De Smilace hortensi,182,,2.140,CXL,Σμίλαξ κηπαῖα,SMILAX HORTENSIS,Liber secundus,122,0v,Cap CLXIII,De smilace,De smilace,257,Enarratio 140,"De hortensi smilace (smilax hortensis, phaselus / phasiole)",CCCLXXIX,83,38,Smilax hortensis,2.176,div-331,SMILAX,w-276,2,146,σμῖλαξ κηπαία,σμῖλαξ κηπαία
e-371,2.176,0,DMM2147,Μηδική,Alfalfa,,,e-371,,,2,2.176,2.176,Luzerne,329,Chap. CXLI,De medica.,Libro secundo,228,Cap CXXXVI,De la medica,240,Liber secundus,148,Cap. CLXXVII,De Medica,182,,2.141,CXLI,Μηδική,MEDICA,Liber secundus,122,0v,Cap CLXIIII,De medica,De medica,258,Enarratio 141,De medica herba (medica herba),CCCLXXX,83,38,Medica,2.177,div-332,MEDICE,w-277,2,147,Μηδική,Μηδικὴ
e-372,2.177,0,DMM2148,ἀφάκη,Tare,,,e-372,,,2,2.177,2.177,Vogelwicke,330,Chap. CXLII,De aphaca.,Libro secundo,229,Cap CXXXVII,De la Aphaca,241,Liber secundus,148,Cap. CLXXVIII,De Aphaca,182,,2.142,CXLII,Ἀφάκη,APHACA,Liber secundus,123,51r,Cap CLXV,De aphaca,De aphaca,258,Enarratio 142,"De aphace (aphace, sylvestris vitia)",CCCLXXXI,84,0,Aphace,2.178,div-333,APHAKE,w-278,2,148,ἀφάκη,ἀφάκη
e-373,2.178,0,DMM2149,πράσον κεφαλωτόν,Leek,,,e-373,,,2,2.178,2.178,Lauch,330,Chap. CXLIII,Du porreau a teste.,Libro secundo,229,Cap CXXXVIII,Del puerro Cabeçudo,241,Liber secundus,149,Cap. CLXXIX,De Porro,183,,2.143,CXLIII,Πράσον κεφαλωτόν,PORRUM CAPITATUM,Liber secundus,123,51r,Cap CLXVI,De porro capitato,De porro capitato,258,Enarratio 143,De porro capitato (porrum capitatum / pourceaulx),CCCLXXXII,84,0,Porrum,2.179,div-334,PRASON,w-279,2,149,πράσον κεφαλωτόν,πράσον κεφαλωτὸν
e-374,2.179,0,DMM2150,ἀμπελόπρασον,Wild leek,,,e-374,,,2,2.179,2.179,Weinlauch,332,Chap. CXLIIII,Du porreau de vigne.,Libro secundo,230,Cap CXXXIX,"Del puerro saluage, quelos Griegos Ilama ampeloprason",242,Liber secundus,149,Cap. CLXXX,De Ampelopraso,183,,2.144,CXLIV,Ἀμπελόπρασον,AMPELOPRASUM,Liber secundus,123,51r,Cap CLXVII,De ampeloprasso,De ampeloprasso,259,Enarratio 144,"De ampelopraso (ampeloprasum, vinearum porrum, agreste porrum / poreau saulvagez)",CCCLXXXIII,84,0,Ampeloprason,,,,w-280,2,150,ἀμπελόπρασον,ἀμπελόπρασον
e-375,2.180,0,DMM2151,κρόμυον,Onion,,,e-375,,,2,2.180,2.180,Zwiebeln,332,Chap. CXLV,De l'oignon.,Libro secundo,230,Cap CXL,De la cebolla,242,Liber secundus,149,Cap. CLXXXI,De Caepa,183,,2.145,CXLV,Κρόμμυον,CEPA,Liber secundus,123,51r,Cap CLXVIII,De cepa,De cepa,260,Enarratio 145,"De cepa (cepa, cepe / oignon)",CCCLXXXIIII,84,0,Cepa,2.181,div-335,KROMUON,w-281,2,151,κρόμυον,κρόμυον
e-376,2.181,0,DMM2152,σκόρδον,Garlic,,,e-376,,,2,2.181,2.181,Knoblauch,334,Chap. CXLVI,De l'ail.,Libro secundo,231,Cap CXLI,Del Ajo,243,Liber secundus,150,Cap. CLXXXII,De Allio,184,,2.146,CXLVI,Σκόροδον,ALLIUM,Liber secundus,124,0v,Cap CLXIX,De allio,De allio,260,Enarratio 146,"De allio (allium, scorodon, rusticorum theriaca / ail, ou aux)",CCCLXXXV,84,0,Allium,2.182,div-336,SKORODON,w-282,2,152,σκόρδον,σκόρδον
e-377,2.182,0,DMM2153,σκορδόπρασον,Garlic leek,,,e-377,,,2,2.182,2.182,Skorodoprason,335,Chap. CXLVII,De l'ailporreau.,Libro secundo,233,Cap CXLII,Del Scorodopraso,245,Liber secundus,151,Cap. CLXXXIII,De Scordopraso,185,,2.147,CXLVII,Σκοροδόπρασον,SCORODOPRASUM,Liber secundus,124,0v,Cap CLXX,De scordoprasso,De scordoprasso,261,Enarratio 147,"De scorodopraso (altium porrum, allium turcicum, allium thurcarum)",CCCLXXXVI,84,0,Scorodoprason,2.183,div-337,SKORODOPRASON,w-283,2,153,σκορδόπρασον,σκορδόπρασον
e-378,2.183,0,DMM2154,σίνηπι ἢ νᾶπι,Mustard,,,e-378,,,2,2.183,2.183,Senf,336,Chap. CXLVIII,De la moutarde.,Libro secundo,233,Cap CXLIII,De la Mostaza,245,Liber secundus,151,Cap. CLXXXIIII,De Sinapi,185,,2.148,CXLVIII,Σίνηπι,SINAPI,Liber secundus,124,0v,Cap CLXXI,De sinapi,De sinapi,262,Enarratio 148,"De sinapi (sinapis, sinapi, napi, semen sinapis / seneve)",CCCLXXXVII,84,0,Sinapi,2.184,div-338,SINEPI,w-284,2,154,σίνηπι ἢ νᾶπι,σίνηπι ἢ νᾶπι
e-379,2.184,0,DMM2155,καρδάμον,Garden cress,,,e-379,,,2,2.184,2.184,Kardamon,337,Chap. CXLIX,Du nasitort.,Libro secundo,234,Cap CXLIIII,Del Mastuerço,246,Liber secundus,152,Cap. CLXXXV,De Nasturtio,186,,2.149,CXLIX,Κάρδαμον,NASTURTIUM,Liber secundus,125,52r,Cap CLXXII,De nasturcio,De nasturcio,262,Enarratio 149,"De nasturtio (nasturtium, cardamum, cynocardamum / du cresson, alenois, du nasi tort)",CCCLXXXVIII,85,39,Nasturtium,2.185,div-339,KARDAMON,w-285,2,155,καρδάμον,κάρδαμον
e-380,2.185,0,DMM2156,θλάσπι,Shepherd’s-purse,,,e-380,,,2,2.185,2.185,Hirtent?schlein,337,Chap. CL,Du thlaspi.,Libro secundo,235,Cap CXLV,Del Thlaspi,247,Liber secundus,152,Cap. CLXXXVI,De Thlaspi,186,,2.150,CL,Θλάσπι,THLASPI,Liber secundus,125,52r,Cap CLXXIII,De thlaspe,De thlaspe,263,Enarratio 150,"De thlaspi (thlaspi, capsella, scandulaceum, sinapi rusticum, nasturtiumtectorum / semence saulvaige)",CCCLXXXIX,85,39,Thlaspae sive Thlapsi,2.186,div-340,THLASPI,w-286,2,156,θλάσπι,θλάσπι
e-381,2.186,0,DMM2157,δράβη,Arabian mustard,,,e-381,,,2,2.186,2.186,T?rkische Kresse,339,Chap. CLI,De la drave.,,,,,,Liber secundus,153,Cap. CLXXVII,De Draba,187,,2.151,CLI,Ἀραβίς ἤ δράβη,ARABIS SIVE DRABA,Liber secundus,126,0v,Cap CLXXIIII,De arabide,De arabide,264,Enarratio 151,"De arabide (arabis, drabe)",CCCXC,85,39,Araba,2.187,div-341,DRABA,w-287,2,157,δράβη,δράβη
e-382,2.187,0,DMM2158,ἐρύσιμον,Hedge mustard,,,e-382,,,2,2.187,2.187,Vielschotige Rauke,340,Chap. CLII,De erysimum.,Libro secundo,236,Cap CXLVII,"Del Irion, o erysimo",248,Liber secundus,153,Cap. CLXXXVIII,"De Erysimo, seu irione",187,,2.152,CLII,Ἐρύσιμον,IRIO,Liber secundus,126,0v,Cap CLXXV,De irione,De irione,264,Enarratio 152,"De erysimo (trion, rapistrum, sylvestre sinapi / velar, ou de la tortelle)",CCCXCI,85,39,Erysimon,2.188,div-342,ERUSIMON,w-288,2,158,ἐρύσιμον,ἐρύσιμον
e-383,2.188,0,DMM2159,πέπερι,Pepper,,,e-383,,,2,2.188,2.188,Pfeffer,341,Chap. CLIII,Du poivre.,Libro secundo,237,Cap CXLIII,De la pimienta,249,Liber secundus,154,Cap. CLXXXIX,De Pipere,188,,2.153,CLIII,Πέπερι,PIPER,Liber secundus,126,0v,Cap CLXXVI,De pipere,De pipere,264,Enarratio 153,De pipere (piper / pepre),CCCXCII,85,39,Piper,,,,w-289,2,159,πέπερι,πέπερι
e-384,2.189,0,DMM2160,ζιγγίβερι,Ginger,,,e-384,,,2,2.189,2.189,Ingwer,344,Chap. CLIIII,Du gingembre.,Libro secundo,238,Cap CXLIX,Del gengibre,250,Liber secundus,155,Cap. CXC,De Zingibere,189,,2.154,CLIV,Ζιγγίβερ,GINGIBER,Liber secundus,127,53r,Cap CLXXVII,De gingiberi,De gingiberi,266,Enarratio 154,De zingibere (zingiber / zengenbri),CCCXCIII,85,39,Zinziber aut zinziberi,2.190,div-343,ZINGIBERI,w-290,2,160,ζιγγίβερι,ζιγγίβερι
e-385,2.190,0,DMM2161,ὑδροπέπερι,Smartweed,,,e-385,,,2,2.190,2.190,Wasserpfeffer,345,Chap. CLV,Du poivre aquatic ou curage.,Libro secundo,239,Cap CL,"De la pimienta aquatica, Ilamada hydropiper",251,Liber secundus,155,Cap. CXCI,De Hydropipere,189,,2.155,CLV,Ὑδροπέπερι,HYDROPIPER,Liber secundus,127,53r,Cap CLXXVIII,De hydropipere,De hydropipere,267,Enarratio 155,"De hydropipere (hydropiper, persicaria non maculata / herba persicaria)",CCCXCIIII,85,39,Hydropiper,2.191,div-344,UNDROPEPERI,w-291,2,161,ὑδροπέπερι,ὑδροπέπερι
e-386,2.191,0,DMM2162,πταρμική,Sneezewort,,,e-386,,,2,2.191,2.191,Niesgarbe,346,Chap. CLVI,"De ptarmica, ou herbe a eternuer.",Libro secundo,239,Cap CLI,De la ptarmica,251,Liber secundus,155,Cap. CXCII,De Ptarmica,189,,2.156,CLVI,Πταρμική,PTARMICA,Liber secundus,127,53r,Cap CLXXIX,De ptarmica,De ptarmica,267,Enarratio 156,De ptarmice / agreste pyretro),CCCXCV,85,39,Ptarmice,2.192,div-345,PTARMIKE,w-292,2,162,πταρμική,πταρμική
